,participant,cost,likelihood
806,54,cost_0,100.0
807,54,cost_25,100.0
808,54,cost_50,100.0
809,54,cost_100,100.0
810,54,cost_200,80.0
811,54,cost_300,80.0
812,54,cost_400,70.0
813,54,cost_1000,25.0
814,54,cost_1100,20.0
815,54,cost_1200,20.0
816,54,cost_1300,20.0
817,54,cost_1400,20.0
818,54,cost_1500,20.0
819,54,cost_1600,15.0
820,54,cost_1700,15.0
821,54,cost_1800,15.0
822,54,cost_1900,15.0
823,54,cost_2000,15.0
824,54,cost_2100,0.0
825,55,cost_0,80.0
826,55,cost_25,100.0
827,55,cost_50,100.0
828,55,cost_100,100.0
829,55,cost_200,80.0
830,55,cost_300,70.0
831,55,cost_400,70.0
832,55,cost_600,29.0
833,55,cost_700,0.0
834,56,cost_0,100.0
835,56,cost_25,100.0
836,56,cost_50,100.0
837,56,cost_100,100.0
838,56,cost_200,100.0
839,56,cost_300,100.0
840,56,cost_400,80.0
841,56,cost_500,70.0
842,56,cost_600,40.0
843,56,cost_700,30.0
844,56,cost_800,0.0
845,57,cost_0,100.0
846,57,cost_25,100.0
847,57,cost_50,100.0
848,57,cost_100,100.0
849,57,cost_200,100.0
850,57,cost_300,100.0
851,57,cost_400,100.0
852,57,cost_500,100.0
853,57,cost_600,100.0
854,57,cost_700,100.0
855,57,cost_800,100.0
856,57,cost_900,100.0
857,57,cost_1000,100.0
858,57,cost_1100,100.0
859,57,cost_1200,100.0
860,57,cost_1300,100.0
861,57,cost_1400,100.0
862,57,cost_1500,100.0
863,57,cost_1600,80.0
864,57,cost_1700,80.0
865,57,cost_1800,50.0
866,57,cost_1900,40.0
867,57,cost_2000,30.0
868,57,cost_2100,0.0
869,58,cost_0,100.0
870,58,cost_25,100.0
871,58,cost_50,100.0
872,58,cost_100,100.0
873,58,cost_200,76.0
874,58,cost_400,40.0
875,58,cost_500,0.0
876,59,cost_0,100.0
877,59,cost_25,100.0
878,59,cost_50,100.0
879,59,cost_100,80.0
880,59,cost_200,0.0
881,60,cost_0,100.0
882,60,cost_25,100.0
883,60,cost_50,100.0
884,60,cost_100,100.0
885,60,cost_200,100.0
886,60,cost_300,100.0
887,60,cost_400,100.0
888,60,cost_500,100.0
889,60,cost_600,71.0
890,60,cost_700,61.0
891,60,cost_800,59.0
892,60,cost_900,55.0
893,60,cost_1100,44.0
894,60,cost_1200,43.0
895,60,cost_1300,44.0
896,60,cost_1400,41.0
897,60,cost_1500,43.0
898,60,cost_1600,40.0
899,60,cost_1700,40.0
900,60,cost_1800,40.0
901,60,cost_1900,39.0
902,60,cost_2000,38.0
903,60,cost_2100,33.0
904,60,cost_2200,33.0
905,60,cost_2300,33.0
906,60,cost_2400,34.0
907,60,cost_2500,32.0
908,60,cost_2600,25.0
909,60,cost_2700,25.0
910,60,cost_2800,24.0
911,60,cost_2900,24.0
912,60,cost_3000,25.0
913,61,cost_0,80.0
914,61,cost_25,100.0
915,61,cost_50,100.0
916,61,cost_100,100.0
917,61,cost_200,100.0
918,61,cost_300,60.0
919,61,cost_400,20.0
920,61,cost_500,10.0
921,61,cost_600,0.0
922,62,cost_0,100.0
923,62,cost_25,100.0
924,62,cost_50,100.0
925,62,cost_100,100.0
926,62,cost_200,50.0
927,62,cost_400,40.0
928,62,cost_500,40.0
929,62,cost_600,40.0
930,62,cost_700,40.0
931,62,cost_800,30.0
932,62,cost_900,30.0
933,62,cost_1000,30.0
934,62,cost_1100,30.0
935,62,cost_1200,31.0
936,62,cost_1300,30.0
937,62,cost_1400,20.0
938,62,cost_1500,20.0
939,62,cost_1600,20.0
940,62,cost_1700,20.0
941,62,cost_1800,20.0
942,62,cost_1900,20.0
943,62,cost_2000,20.0
944,62,cost_2100,20.0
945,62,cost_2200,20.0
946,62,cost_2300,20.0
947,62,cost_2400,20.0
948,62,cost_2500,10.0
949,62,cost_2600,10.0
950,62,cost_2700,10.0
951,62,cost_2800,9.0
952,62,cost_2900,10.0
953,62,cost_3000,9.0
954,63,cost_0,100.0
955,63,cost_25,100.0
956,63,cost_50,100.0
957,63,cost_100,100.0
958,63,cost_200,100.0
959,63,cost_300,90.0
960,63,cost_400,70.0
961,63,cost_500,61.0
962,63,cost_600,49.0
963,63,cost_700,30.0
964,63,cost_800,21.0
965,63,cost_900,21.0
966,63,cost_1000,0.0
967,64,cost_0,100.0
968,64,cost_25,100.0
969,64,cost_50,100.0
970,64,cost_100,100.0
971,64,cost_200,100.0
972,64,cost_300,100.0
973,64,cost_400,100.0
974,64,cost_500,70.0
975,64,cost_600,60.0
976,64,cost_700,50.0
977,64,cost_1500,35.0
978,64,cost_1600,35.0
979,64,cost_1700,35.0
980,64,cost_1800,35.0
981,64,cost_1900,30.0
982,64,cost_2000,10.0
983,64,cost_2100,0.0
984,65,cost_0,100.0
985,65,cost_25,100.0
986,65,cost_50,100.0
987,65,cost_100,100.0
988,65,cost_200,100.0
989,65,cost_300,80.0
990,65,cost_400,60.0
991,65,cost_600,25.0
992,65,cost_700,10.0
993,65,cost_800,9.0
994,65,cost_900,5.0
995,65,cost_1000,0.0
996,66,cost_0,100.0
997,66,cost_25,100.0
998,66,cost_50,100.0
999,66,cost_100,100.0
1000,66,cost_200,95.0
1001,66,cost_300,93.0
1002,66,cost_400,82.0
1003,66,cost_500,81.0
1004,66,cost_600,67.0
1005,66,cost_800,39.0
1006,66,cost_900,28.0
1007,66,cost_1000,16.0
1008,66,cost_1100,12.0
1009,66,cost_1200,12.0
1010,66,cost_1300,6.0
1011,66,cost_1400,0.0
1012,67,cost_0,100.0
1013,67,cost_25,100.0
1014,67,cost_50,100.0
1015,67,cost_100,100.0
1016,67,cost_200,100.0
1017,67,cost_300,75.0
1018,67,cost_400,60.0
1019,67,cost_500,40.0
1020,67,cost_600,20.0
1021,67,cost_700,0.0
1022,68,cost_0,100.0
1023,68,cost_25,100.0
1024,68,cost_50,100.0
1025,68,cost_100,100.0
1026,68,cost_200,75.0
1027,68,cost_300,50.0
1028,68,cost_400,50.0
1029,68,cost_500,25.0
1030,68,cost_600,0.0
1031,69,cost_0,100.0
1032,69,cost_25,100.0
1033,69,cost_50,100.0
1034,69,cost_100,100.0
1035,69,cost_200,100.0
1036,69,cost_300,67.0
1037,69,cost_400,56.0
1038,69,cost_500,37.0
1039,69,cost_600,16.0
1040,69,cost_700,8.0
1041,69,cost_800,0.0
1042,70,cost_0,100.0
1043,70,cost_25,100.0
1044,70,cost_50,100.0
1045,70,cost_100,100.0
1046,70,cost_200,100.0
1047,70,cost_300,100.0
1048,70,cost_400,93.0
1049,70,cost_500,80.0
1050,70,cost_600,77.0
1051,70,cost_700,70.0
1052,70,cost_800,69.0
1053,70,cost_1900,35.0
1054,70,cost_2000,29.0
1055,70,cost_2100,20.0
1056,70,cost_2200,24.0
1057,70,cost_2300,22.0
1058,70,cost_2400,18.0
1059,70,cost_2500,15.0
1060,70,cost_2600,17.0
1061,70,cost_2700,17.0
1062,70,cost_2800,15.0
1063,70,cost_2900,10.0
1064,70,cost_3000,13.0
1065,71,cost_0,80.0
1066,71,cost_25,70.0
1067,71,cost_50,70.0
1068,71,cost_200,30.0
1069,71,cost_300,20.0
1070,71,cost_400,0.0
1071,72,cost_0,100.0
1072,72,cost_25,100.0
1073,72,cost_50,100.0
1074,72,cost_100,100.0
1075,72,cost_200,100.0
1076,72,cost_300,100.0
1077,72,cost_400,100.0
1078,72,cost_500,100.0
1079,72,cost_600,100.0
1080,72,cost_700,100.0
1081,72,cost_800,100.0
1082,72,cost_900,100.0
1083,72,cost_1000,100.0
1084,72,cost_1100,90.0
1085,72,cost_1200,90.0
1086,72,cost_1300,90.0
1087,72,cost_1400,90.0
1088,72,cost_1500,90.0
1089,72,cost_1600,80.0
1090,72,cost_1700,80.0
1091,72,cost_1800,80.0
1092,72,cost_1900,80.0
1093,72,cost_2000,80.0
1094,72,cost_2100,80.0
1095,72,cost_2200,70.0
1096,72,cost_2300,70.0
1097,72,cost_2400,70.0
1098,72,cost_2500,70.0
1099,72,cost_2600,70.0
1100,72,cost_2700,70.0
1101,72,cost_2800,70.0
1102,72,cost_2900,70.0
1103,72,cost_3000,70.0
1104,73,cost_0,100.0
1105,73,cost_25,100.0
1106,73,cost_50,100.0
1107,73,cost_100,100.0
1108,73,cost_200,100.0
1109,73,cost_300,100.0
1110,73,cost_400,100.0
1111,73,cost_500,100.0
1112,73,cost_1300,50.0
1113,74,cost_0,100.0
1114,74,cost_25,100.0
1115,74,cost_50,100.0
1116,74,cost_100,100.0
1117,74,cost_200,100.0
1118,74,cost_300,100.0
1119,74,cost_400,100.0
1120,74,cost_500,100.0
1121,74,cost_600,70.0
1122,74,cost_900,0.0
1123,75,cost_0,100.0
1124,75,cost_25,100.0
1125,75,cost_50,100.0
1126,75,cost_100,100.0
1127,75,cost_200,80.0
1128,75,cost_300,80.0
1129,75,cost_400,60.0
1130,75,cost_500,50.0
1131,75,cost_600,40.0
1132,75,cost_700,30.0
1133,75,cost_800,30.0
1134,75,cost_900,20.0
1135,75,cost_1000,20.0
1136,75,cost_1100,10.0
1137,75,cost_1200,10.0
1138,75,cost_1300,10.0
1139,75,cost_1400,0.0
1140,76,cost_0,100.0
1141,76,cost_25,100.0
1142,76,cost_50,100.0
1143,76,cost_100,100.0
1144,76,cost_200,100.0
1145,76,cost_300,90.0
1146,76,cost_400,45.0
1147,76,cost_500,30.0
1148,76,cost_600,0.0
1149,77,cost_0,100.0
1150,77,cost_25,100.0
1151,77,cost_50,100.0
1152,77,cost_100,100.0
1153,77,cost_200,100.0
1154,77,cost_300,100.0
1155,77,cost_400,100.0
1156,77,cost_500,80.0
1157,77,cost_600,70.0
1158,77,cost_700,60.0
1159,77,cost_900,20.0
1160,77,cost_1000,10.0
1161,77,cost_1100,10.0
1162,77,cost_1200,5.0
1163,77,cost_1300,0.0
1164,78,cost_0,100.0
1165,78,cost_25,100.0
1166,78,cost_50,100.0
1167,78,cost_100,100.0
1168,78,cost_200,100.0
1169,78,cost_300,100.0
1170,78,cost_400,100.0
1171,78,cost_600,28.0
1172,78,cost_700,9.0
1173,78,cost_800,0.0
1174,79,cost_0,100.0
1175,79,cost_25,100.0
1176,79,cost_50,100.0
1177,79,cost_100,100.0
1178,79,cost_200,75.0
1179,79,cost_400,30.0
1180,79,cost_500,25.0
1181,79,cost_600,25.0
1182,79,cost_700,20.0
1183,79,cost_800,10.0
1184,79,cost_900,10.0
1185,79,cost_1000,10.0
1186,79,cost_1100,0.0
1187,80,cost_0,100.0
1188,80,cost_25,100.0
1189,80,cost_50,100.0
1190,80,cost_100,100.0
1191,80,cost_200,100.0
1192,80,cost_400,39.0
1193,80,cost_500,25.0
1194,80,cost_600,25.0
1195,80,cost_700,14.0
1196,80,cost_800,12.0
1197,80,cost_900,9.0
1198,80,cost_1000,12.0
1199,80,cost_1100,6.0
1200,80,cost_1200,8.0
1201,80,cost_1300,4.0
1202,80,cost_1400,2.0
1203,80,cost_1500,2.0
1204,80,cost_1600,2.0
1205,80,cost_1700,2.0
1206,80,cost_1800,2.0
1207,80,cost_1900,1.0
1208,80,cost_2000,1.0
1209,80,cost_2100,0.0
1210,81,cost_0,100.0
1211,81,cost_25,100.0
1212,81,cost_50,100.0
1213,81,cost_100,98.0
1214,81,cost_200,69.0
1215,81,cost_300,31.0
1216,81,cost_400,22.0
1217,81,cost_500,0.0
1218,82,cost_0,100.0
1219,82,cost_25,100.0
1220,82,cost_50,100.0
1221,82,cost_100,100.0
1222,82,cost_200,100.0
1223,82,cost_300,100.0
1224,82,cost_400,80.0
1225,82,cost_500,80.0
1226,82,cost_600,80.0
1227,82,cost_700,80.0
1228,82,cost_800,70.0
1229,82,cost_900,70.0
1230,82,cost_1000,60.0
1231,82,cost_1100,60.0
1232,82,cost_1600,39.0
1233,82,cost_1700,40.0
1234,82,cost_1800,40.0
1235,82,cost_1900,40.0
1236,82,cost_2000,40.0
1237,82,cost_2100,30.0
1238,82,cost_2200,30.0
1239,82,cost_2300,30.0
1240,82,cost_2400,0.0
1241,83,cost_0,100.0
1242,83,cost_25,100.0
1243,83,cost_50,100.0
1244,83,cost_100,100.0
1245,83,cost_200,100.0
1246,83,cost_300,49.0
1247,83,cost_400,11.0
1248,83,cost_500,0.0
1249,84,cost_0,100.0
1250,84,cost_25,100.0
1251,84,cost_50,100.0
1252,84,cost_100,92.0
1253,84,cost_200,79.0
1254,84,cost_300,61.0
1255,84,cost_400,60.0
1256,84,cost_500,39.0
1257,84,cost_600,26.0
1258,84,cost_700,21.0
1259,84,cost_800,19.0
1260,84,cost_900,0.0
1261,85,cost_0,100.0
1262,85,cost_25,100.0
1263,85,cost_50,100.0
1264,85,cost_100,100.0
1265,85,cost_200,70.0
1266,85,cost_400,36.0
1267,85,cost_500,18.0
1268,85,cost_600,17.0
1269,85,cost_700,9.0
1270,85,cost_800,9.0
1271,85,cost_900,8.0
1272,85,cost_1000,2.0
1273,85,cost_1100,0.0
1274,86,cost_0,100.0
1275,87,cost_0,100.0
1276,87,cost_25,100.0
1277,87,cost_50,100.0
1278,87,cost_100,100.0
1279,87,cost_200,90.0
1280,87,cost_300,85.0
1281,87,cost_400,85.0
1282,87,cost_500,85.0
1283,87,cost_600,85.0
1284,87,cost_700,80.0
1285,87,cost_800,80.0
1286,87,cost_900,75.0
1287,87,cost_1000,70.0
1288,87,cost_1100,70.0
1289,87,cost_1200,70.0
1290,87,cost_1300,70.0
1291,87,cost_1400,70.0
1292,87,cost_1500,65.0
1293,87,cost_1600,65.0
1294,87,cost_1700,65.0
1295,87,cost_1800,60.0
1296,87,cost_1900,60.0
1297,87,cost_2000,60.0
1298,87,cost_2100,58.0
1299,87,cost_2200,56.0
1300,87,cost_2300,52.0
1301,88,cost_0,100.0
1302,88,cost_25,100.0
1303,88,cost_50,100.0
1304,88,cost_100,100.0
1305,88,cost_200,100.0
1306,88,cost_300,100.0
1307,88,cost_500,17.0
1308,88,cost_600,12.0
1309,88,cost_700,11.0
1310,88,cost_800,7.0
1311,88,cost_900,0.0
1312,91,cost_0,100.0
1313,91,cost_25,100.0
1314,91,cost_50,100.0
1315,91,cost_100,100.0
1316,91,cost_200,80.0
1317,91,cost_300,80.0
1318,91,cost_400,70.0
1319,91,cost_500,60.0
1320,91,cost_600,60.0
1321,91,cost_700,50.0
1322,91,cost_800,40.0
1323,91,cost_900,30.0
1324,91,cost_1000,0.0
1325,92,cost_0,80.0
1326,92,cost_25,80.0
1327,92,cost_50,79.0
1328,94,cost_0,100.0
1329,94,cost_25,100.0
1330,94,cost_50,99.0
1331,94,cost_100,99.0
1332,94,cost_200,85.0
1333,94,cost_300,49.0
1334,94,cost_400,36.0
1335,94,cost_500,25.0
1336,94,cost_600,18.0
1337,94,cost_700,5.0
1338,94,cost_800,0.0
1339,96,cost_0,100.0
1340,96,cost_25,100.0
1341,96,cost_50,100.0
1342,96,cost_100,100.0
1343,96,cost_200,100.0
1344,96,cost_300,78.0
1345,96,cost_400,64.0
1346,96,cost_500,61.0
1347,96,cost_600,42.0
1348,96,cost_700,38.0
1349,96,cost_800,31.0
1350,96,cost_900,26.0
1351,96,cost_1000,10.0
1352,96,cost_1100,7.0
1353,96,cost_1200,6.0
1354,96,cost_1300,6.0
1355,96,cost_1400,4.0
1356,96,cost_1500,2.0
1357,96,cost_1600,4.0
1358,96,cost_1700,4.0
1359,96,cost_1800,5.0
1360,96,cost_1900,1.0
1361,96,cost_2000,1.0
1362,96,cost_2100,0.0
1363,97,cost_0,80.0
1364,98,cost_0,100.0
1365,98,cost_25,100.0
1366,98,cost_50,100.0
1367,98,cost_100,100.0
1368,98,cost_200,100.0
1369,98,cost_300,100.0
1370,98,cost_400,50.0
1371,98,cost_500,40.0
1372,98,cost_600,30.0
1373,98,cost_700,10.0
1374,98,cost_800,0.0
1375,99,cost_0,100.0
1376,99,cost_25,100.0
1377,99,cost_50,100.0
1378,99,cost_100,100.0
1379,99,cost_200,100.0
1380,99,cost_300,100.0
1381,99,cost_400,100.0
1382,99,cost_500,100.0
1383,99,cost_600,100.0
1384,99,cost_700,100.0
1385,99,cost_800,100.0
1386,99,cost_900,100.0
1387,99,cost_1000,100.0
1388,99,cost_1100,90.0
1389,99,cost_1200,90.0
1390,99,cost_1300,90.0
1391,99,cost_1400,90.0
1392,99,cost_1500,90.0
1393,99,cost_1600,90.0
1394,99,cost_1700,90.0
1395,99,cost_1800,90.0
1396,99,cost_1900,90.0
1397,99,cost_2000,90.0
1398,99,cost_2100,82.0
1399,100,cost_0,100.0
1400,100,cost_25,100.0
1401,100,cost_50,100.0
1402,100,cost_200,25.0
1403,100,cost_300,19.0
1404,100,cost_400,0.0
1405,101,cost_0,100.0
1406,101,cost_25,100.0
1407,101,cost_50,100.0
1408,101,cost_100,100.0
1409,101,cost_200,100.0
1410,101,cost_400,36.0
1411,101,cost_500,29.0
1412,101,cost_600,18.0
1413,101,cost_700,0.0
1414,102,cost_0,0.0
1415,103,cost_0,100.0
1416,103,cost_25,100.0
1417,103,cost_50,100.0
1418,103,cost_100,100.0
1419,103,cost_200,65.0
1420,103,cost_300,55.0
1421,103,cost_400,50.0
1422,103,cost_500,30.0
1423,103,cost_600,10.0
1424,103,cost_700,0.0
1425,104,cost_0,100.0
1426,104,cost_25,100.0
1427,104,cost_50,100.0
1428,104,cost_100,100.0
1429,104,cost_200,100.0
1430,104,cost_300,80.0
1431,104,cost_400,80.0
1432,104,cost_500,80.0
1433,104,cost_600,81.0
1434,104,cost_700,80.0
1435,104,cost_800,85.0
1436,104,cost_900,80.0
1437,104,cost_1000,70.0
1438,104,cost_1100,70.0
1439,104,cost_1200,70.0
1440,104,cost_1300,70.0
1441,104,cost_1400,80.0
1442,104,cost_1500,75.0
1443,104,cost_1600,100.0
1444,104,cost_1700,70.0
1445,104,cost_1800,70.0
1446,104,cost_1900,70.0
1447,104,cost_2000,70.0
1448,104,cost_2100,71.0
1449,104,cost_2200,70.0
1450,104,cost_2300,75.0
1451,104,cost_2400,70.0
1452,104,cost_2500,70.0
1453,104,cost_2600,70.0
1454,104,cost_2700,70.0
1455,104,cost_2800,70.0
1456,104,cost_2900,70.0
1457,104,cost_3000,70.0
1458,105,cost_0,100.0
1459,105,cost_25,100.0
1460,105,cost_50,100.0
1461,105,cost_100,100.0
1462,105,cost_200,100.0
1463,105,cost_300,100.0
1464,105,cost_400,100.0
1465,105,cost_500,100.0
1466,105,cost_600,90.0
1467,105,cost_700,80.0
1468,105,cost_900,30.0
1469,105,cost_1000,20.0
1470,105,cost_1100,10.0
1471,105,cost_1200,10.0
1472,105,cost_1300,0.0
1473,107,cost_0,100.0
1474,107,cost_25,100.0
1475,107,cost_50,100.0
1476,107,cost_100,100.0
1477,107,cost_200,100.0
1478,107,cost_300,90.0
1479,107,cost_400,84.0
1480,107,cost_500,83.0
1481,107,cost_600,80.0
1482,107,cost_700,75.0
1483,110,cost_0,100.0
1484,110,cost_25,100.0
1485,110,cost_50,100.0
1486,110,cost_100,100.0
1487,110,cost_200,100.0
1488,110,cost_300,100.0
1489,110,cost_400,50.0
1490,111,cost_0,100.0
1491,111,cost_25,100.0
1492,111,cost_50,100.0
1493,111,cost_100,100.0
1494,111,cost_200,100.0
1495,111,cost_300,100.0
1496,111,cost_400,100.0
1497,111,cost_500,80.0
1498,111,cost_600,50.0
1499,111,cost_900,0.0
1500,112,cost_0,0.0
1501,115,cost_0,100.0
1502,115,cost_25,100.0
1503,115,cost_50,100.0
1504,115,cost_100,100.0
1505,115,cost_200,100.0
1506,115,cost_300,100.0
1507,115,cost_400,100.0
1508,115,cost_500,100.0
1509,115,cost_600,100.0
1510,115,cost_700,75.0
1511,115,cost_800,60.0
1512,115,cost_900,60.0
1513,115,cost_1000,50.0
1514,115,cost_1100,50.0
1515,115,cost_1200,50.0
1516,115,cost_1300,45.0
1517,115,cost_1400,43.0
1518,115,cost_1500,40.0
1519,115,cost_1600,10.0
1520,115,cost_1700,10.0
1521,115,cost_1800,10.0
1522,115,cost_1900,10.0
1523,115,cost_2000,0.0
1524,116,cost_0,100.0
1525,116,cost_25,100.0
1526,116,cost_50,100.0
1527,116,cost_100,80.0
1528,116,cost_200,80.0
1529,116,cost_300,70.0
1530,116,cost_600,40.0
1531,116,cost_700,20.0
1532,116,cost_800,9.0
1533,116,cost_900,10.0
1534,116,cost_1000,0.0
1535,117,cost_0,100.0
1536,117,cost_25,100.0
1537,117,cost_50,100.0
1538,117,cost_100,75.0
1539,117,cost_200,70.0
1540,117,cost_400,30.0
1541,117,cost_500,20.0
1542,117,cost_600,10.0
1543,117,cost_700,5.0
1544,117,cost_800,5.0
1545,117,cost_900,5.0
1546,117,cost_1000,0.0
1547,119,cost_0,100.0
1548,119,cost_25,100.0
1549,119,cost_50,100.0
1550,119,cost_100,100.0
1551,119,cost_200,100.0
1552,119,cost_300,100.0
1553,119,cost_400,71.0
1554,119,cost_500,71.0
1555,119,cost_600,72.0
1556,119,cost_700,73.0
1557,119,cost_800,71.0
1558,119,cost_900,72.0
1559,119,cost_1000,72.0
1560,119,cost_1100,71.0
1561,119,cost_1200,51.0
1562,119,cost_2500,18.0
1563,119,cost_2600,20.0
1564,119,cost_2700,18.0
1565,119,cost_2800,14.0
1566,119,cost_2900,0.0
